review_id,user_id,business_id,date,text,useful,funny,cool,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
hKPUThMBReJAsivvg0TQEA,PJvJVgKOFgUmuoWTo7lT5Q,beuVp5CZxCdNvQIIPBS2rw,2017-02-28,"first time here and had a great time!!
Food is super delicious service is on point.
Ask for Deni He's great!",0,0,1,"""Chubby Cattle""",Chinatown,"""3400 S Jones Blvd, Ste 15""",Las Vegas,NV,89146,36.1273078,-115.2243612,4.5,516,1,Do-It-Yourself Food;Barbeque;Restaurants;Hot Pot;Chinese;Fondue;Mongolian;Food
aLqASM-Ureep3p3gCceQzg,lUXifKGBbbRUNxaPnuekXw,FkLVi7G7ADYgxb95kZEY-A,2016-11-17,"I love this car wash , why? It's just convenient, fast, and the attendants are always nice . Also , bc I don't think people notice them , it's never too packed , in and out in a few minutes . I expecially feel like a lotto winner when I buy a special and get my next wash free, but there's a Lil catchy catch ... the freebie has to be used within 3days so if you have two cars , win , win .",2,1,1,"""Sam's Xpress Car Wash""",,"""10701 Monroe Rd""",Matthews,NC,28105,35.128867,-80.730643,4.0,16,1,Automotive;Car Wash
sgSfyJjmbNbUi5rEqL3-4w,SiKidCx57lIVwjjSygvRqg,UMqfeCItzQ2glr4d9apGlA,2013-05-15,"I drive by this place at least 2 times everyday but today finally decided to stop by and try it out. The menu was full of delicious options with affordable prices. I asked the person taking my order what she recommends and she said the Nutella Latte. I ordered a small Nutella Latte, Cinnamon bagel with cream cheese, 2 chocolate milks for the kids, and another cinnamon bagel with strawberry jam for my daughter and croissant for my son. I was greeted with a warm smile and great way to start the day. I like that they make their chocolate milk for the kids because my son and daughter's  eyes opened wide with excitement since it looked like a fancy big kid drink opposed to the tiny boxed milk. Overall. Great Service, Delicious Drinks and Food, and Affordable. Will definitely be coming back more often.",3,0,0,"""Sunrise Coffee""",Southeast,"""3130 E Sunset Rd, Ste A""",Las Vegas,NV,89120,36.0719274658,-115.107033956,4.5,944,1,Tea Rooms;Food;Coffee & Tea;Vegan;Restaurants
WlpRbRpVFuRc-NzHTF8pgw,diU9felCE9TO9Z5MQqjAQw,XWhRzdTrpBL1AeI29e1qXw,2013-10-18,"I have been going to this cleaners for over 10 years and have always received great service. The employees are very polite and care about my clothes.  Prices are reasonable and the best part is that there is always free parking in front of the store , something that is a rare find in the yonge & eglinton area.",5,0,2,"""Deluxe Cleaners""",Yonge and Eglinton,"""500 Oriole Pky""",Toronto,ON,M5P 2H8,43.7047505,-79.4062714,3.5,3,1,Laundry Services;Dry Cleaning & Laundry;Local Services
RQ5WfKUr0k6WpI6Q_PSAGA,_1wxeJNB-TK-bMBF8vG_BA,vl1aHp6pvnSmpoRQShWLjg,2014-03-21,Drinks were amazing. Be careful though if you don't hold on to it the server will take it from you when it's still half full. The service from Toby was awesome just don't sit at a table or you will have to hear what your server ate for lunch. Ps she didn't even take our order.,2,0,0,"""Lucille's Smokehouse Bar-B-Que""",South Summerlin,"""11011 W Charleston Blvd""",Las Vegas,NV,89135,36.1568053738,-115.334111417,3.5,526,1,Smokehouse;Nightlife;American (Traditional);Food;Restaurants;Bars;Southern;Barbeque
sK-awY2yeK2-S64ELDLp1w,JRbb2ibCvXzgqS09zVn4Hw,234xl6FvaEjileGm2jtKGg,2015-04-19,"I followed John Hansen to this shop from an old one.  First off John is a really good artist. After I moved to AZ it took me a few years to find somebody of his caliber, it was worth the wait.  

The shop is really nice, great atmosphere.  It really has everything you want when you're getting drilled on.  It's clean, low key, quiet and everyone is really cool. 

I highly recommend checking them out, like I said it took me a few years to find this kind of talent.",2,0,0,"""Black Lotus Tattooers""",,"""2401 E Baseline Rd, Ste 108""",Gilbert,AZ,85234,33.378545,-111.778816,4.5,62,1,Tattoo;Beauty & Spas
R61YQOFoC9oB6Zl8UMcs0A,pnjqxf8nqgLI5YSGptorlg,VVW8mxu8Ru2UR3lVJYA81Q,2015-09-09,"Love coming here for a big bowl of yummy noodles! This place is still super popular and busy even though it's been open for a while now. They have also increased their price for the bowl of soup noodles to $9.95 which includes your choice of soup base, type of noodle, 2 toppings, and a hot drink. I hope they don't keep jacking up the price though!

My favorite soup bases are the fish broth and malay laksa. Coming from a part Malaysian family, the laksa soup is not authentic but it's expected since most restaurants just add loads of coconut milk. Still tastes pretty good though and has the perfect spiciness level. Always get my order with vermicelli noodles and like to change up my toppings as they have lots of options! They also have a lot of drink options, from bubble teas to special mixed drinks. 

I've never had an issue with customer service here. My orders have always been correct and served really quickly. I'd say it's worth it for the price you pay as the portion is really big and always tastes good!",3,0,0,"""Deer Garden Signatures""",,"""108-109 550 Highway 7 E""",Richmond Hill,ON,L4B 3Z4,43.844369,-79.384662,3.5,166,1,Restaurants;Chinese;Soup;Noodles
Z8lhJmrQ9OsQLj2x3jeO7g,lZ9onjC5i5y3cDCXbX0vOw,O_C-2kZMHGnq3ZDL_OaG6Q,2011-04-19,"An absolute must when in Vegas, I recommend a patoi seat to check out all of the action on the strip plus the show at Treasure Island right across the street, the steaks rival the best in town, our server was a true professional. Plan on spending about $125 for two.",1,1,1,"""Morels French Steakhouse & Bistro""",The Strip,"""3325 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1246035827,-115.168988486,3.5,614,1,Restaurants;Steakhouses;Lounges;Nightlife;French;Bars
DOu9bYimEIfG5V20y3cFIw,HdRaefxZKg-UtlfQ2AsF0w,ysJo5Jdo29XOBCnKrbUKWg,2012-07-26,"This place has a great vibe.  Friendly, cozy and authentic.  The food was delicious, nice variety, well prepared but not trying too hard.  I had perfectly roasted chicken with pommes frites and garlic aioli.  My friends went with the equally delish salmon.  Nice selection of French wine.  We did not have dessert, but they are known for their macarons.",1,0,0,"""Paris 66""",Shadyside,"""6018 Centre Ave""",Pittsburgh,PA,15206,40.459956,-79.92427,3.5,203,1,Brasseries;French;Gluten-Free;Restaurants;Creperies;Breakfast & Brunch;American (New)
m-eOpvMhAiqXXPFegnDt0Q,OYKnQi0oX5Vx2SWaOayOyA,ChBrV5LdR4BtnRxkR0Y9Qg,2015-08-28,"Cute Store. Similar to LUSH.  Their glycerin soaps are sliced thin and run about $6-$8 a bar which is pretty pricey.  Since they're sliced fairly thin, they break apart easy, especially the ones that look all fancy.  The more solid color on the soap bar, the less likely it will fall apart.  Their solid shampoos and conditioners are fairly affordable.  They work great if you have short hair that has never been processed.  But if you have long hair and\/or processed hair, not the best option for you.  I bought the solid shampoo and conditioner that was supposed to be for my type of hair (dry, long, thick, and dyed red & purple).  It stripped my hair color and my hair felt drier than before! total let down.  sigh.....Customer service was great tho.  Didn't buy any bath bombs, moisturizers, or scrubs.",3,1,1,"""Basin White""",The Strip,"""3377 Las Vegas Blvd S""",Paradise,NV,89109,36.1231011345,-115.168852876,4.0,59,1,Cosmetics & Beauty Supply;Shopping;Beauty & Spas
M0IYdXP3o7MwxLljrpQfxQ,vQi_Pykp4mLeOlJa5fJZ_A,WH9ZTPoOBje6fElVlHu3Jw,2014-10-28,"I've found the standards of this studio to outweigh all the others I've been to in the past. The environment is a good mix of efficiency, warmth and cleanliness.",1,0,1,"""Moksha Yoga Brooklin""",,"""31 Baldwin Street, Suite 8""",Whitby,ON,L1M 0A7,43.9557446,-78.9613175,5.0,8,1,Active Life;Fitness & Instruction;Yoga
KeHMA2Ep_FwZh9TA9o-nsg,bf3_q5CEwc5kFU5BzFsBjg,6ZQd9Pzs0gsZWbXrlZQCoA,2013-10-15,"Willbe Bloomin was the florist for my wedding in summer 2013. Flowers were not a big priority for me. I booked them 1 month before the wedding and needed only the basics: wedding party (bouquets and boutonnieres), lots of family boutonnieres and some decorations for the cake.

Service was on the poor side in person: 
I sent my mom to gather information. I armed her with plenty of pictures of the type of bouquets I wanted but Willbe Bloomin rudely turned her down. They insisted that their wedding florist could only meet on Saturdays with brides who have filled out their questionnaire and would not volunteer any info.

I was ready to move on, but their location was key (very easy pick up for my morning portraits) and I needed to get things done. I was also swayed by the unanimous 5 star reviews on Yelp and gave them another chance.

Come wedding day, despite telling them my colour scheme, one of the key colours was not there. The grooms boutonniere lasted 2 hours and did not hold up well. The pin was poorly balanced and we re-pinned the boutonniere so many times that the lapel on his tux was quite ruined. The family boutonnieres had the same problem. They kept falling off and in the end half the people ditched their boutonnieres which I was very sad to see. 

Pros: accommodated my budget, great email correspondence.",9,0,0,"""Wilbe Bloomin""",Kensington Market,"""160 Baldwin Street""",Toronto,ON,M5T 3K7,43.6552887,-79.3998718,4.0,26,1,Flowers & Gifts;Event Planning & Services;Wedding Planning;Bridal;Shopping;Florists
ZZOHYsdONWXcQX3IdmnNaw,Se0Eik7nVMVUh95mM1sSVA,zX9slewM8jbQx8HVrhcsOA,2009-04-02,"I came into the store with something specific in mind - a pair of Champagne flutes for my friend's wedding. Unfortunately the store did not have it, nor did the one in the Bellagio. The sales lady was kind to offer me ordering there, but have them shipped to my home. I took the offer as there was little space left in my luggage anyway. I was surprised by how dead the store was compared to my previous trips. I guess the economy is hitting the blue box too.",1,1,1,"""Tiffany & Co.""",The Strip,"""3600 Las Vegas Blvd S""",Las Vegas,NV,89109,36.112238,-115.1790843,4.0,49,1,Jewelry;Shopping
y_hhWAOGCUqpyKJ5rBsfpA,pw2xAWjNqnldD9y31Rjcjw,eDK7ns2bB8pmQCoZMy3Idg,2015-09-09,"Fantastic pupusas!  As with any pupseria, though, greatness takes time.  I recommend the queso y loroco pupusas, as well as my new favorite, calabasa.  I dare you to try and eat 3; at $1.50, it will be the cheapest and most delicious dare you've ever failed at!",2,0,1,"""San Salvador Restaurant""",Downtown,"""2211 S Maryland Pkwy""",Las Vegas,NV,89104,36.1457682,-115.1366586,3.5,47,1,Latin American;Salvadoran;Mexican;Restaurants
hIbHJGYKsnWRtvaORkpwTQ,b73Gvjir1P0Di2FGLcxN5Q,ORGswcNf8Lu23NHcT8ZH2w,2012-12-26,"Hey! A tea store! What's not to love?

Uh, everything, apparently.

Crazy prices, middling-quality teas, obnoxious minimum purchases, a ridiculous affinity for tutti-frutti blended teas, and a bunch of insipid nonsense about the soul-cleansing properties of boiled leaves.

I especially like the scam they run with the containers. In case you haven't heard this one before, they automatically put your tea into a tin. They don't ask, and they don't bother mentioning that piddly little slave-labor pot metal tin is $7, apparently hoping you go all glossy-eyed at checkout and can't do math in your head. ""Goodness,"" they must hope you think, ""tax must have gone up quite a lot!""

Skip it. You can get much better tea with much better service at much better prices by making the trek to Souvia or using any of the reputable catalog companies. Maybe Starbucks will force-feed Teavana some customer service skills after the acquisition is final, but my hopes are not high.",4,2,0,"""Teavana""",,"""3111 W Chandler Blvd""",Chandler,AZ,85226,33.3021632805,-111.898780039,3.0,36,1,Coffee & Tea;Food
_tgrG2xqg5pnfDXI1LwnuA,QukFJDXR4KmyZuKGGzaCHA,Z7HzY5_LvdgyNqgj9lhiaw,2016-06-29,"This is honestly the best place I have ever lived!I've been here since July of 2014 and could not be happier. The complex itself is very nice, very well kept and maintained. Always clean with grass and flowers around. Never have had any issue and feel very safe here. The management staff is always super nice and very helpful. The apartments themselves are awesome. Walls are painted and have super pretty, dark, grey wood floor paneling. Any time I have a maintenance request it's done instantly. You can submit request for maintenance online and pay rent online too. Really have loved living here. Would renew my lease for another year if I could but due to some personal things happening I can't afford to renew. If you have the opportunity to live here though, do it!",2,0,0,"""Sonoran Apartments""",,"""13625 S 48th St""",Phoenix,AZ,85044,33.3235718,-111.9764757,4.0,14,1,Real Estate;Apartments;Home Services
KUBbxXxwRDo5hmnG7_YTBQ,oljGa48aGXWwlq8ltcxAMQ,98hNRWW4AC5IzEg4BP3f5Q,2013-04-25,Love this place!! The waitresses are nice and friendly. Love the lunch specials and bday special!,1,0,0,"""Sushi Bar Sage""",Northwest,"""4408 N Rancho Dr""",Las Vegas,NV,89130,36.2399760407,-115.230289465,3.5,125,1,Sushi Bars;Restaurants;Japanese
gs_cPWsu1prvVLDyI8475g,qBELD-P81-j0t1LYerKI-g,pTpwMfXVTx0t_yzOzvjTxA,2017-02-20,this place is great and did wonders for my hair! Would highly recommend.,0,0,0,"""Karma Salon""",,"""4225 N Marshall Way, Ste 1""",Scottsdale,AZ,85251,33.497345,-111.928528,4.0,14,1,Nail Salons;Beauty & Spas;Tanning;Spray Tanning;Hair Salons
i4o-5CaAXQbemDyJBuTuQw,jWNooyYAuHWUpxnZGTRpeA,bfNqOMphMcRYjvcz3hL9jw,2016-09-29,"Booked out 10 year anniversary ceremony and dinner three days before the event. The Owner Larry was attentive & informative during the three days we had to plan the menu I wanted. He said whatever we'd like to be served, he could make it happen, and that we just needed to give the head count a day or two prior to the event. I decided, he came up with a quote and a contract, I signed it, scanned it back over to him, we spoke on the phone to make my payments. Easy Peasy.

I booked the location sight unseen. However they have a cool 360 tour on their website, and it looked amazing. We were not disappointed. 

We arrived an hour and a half before our event was to start. We walked into table and chairs set up perfectly, and with the linen colors of our choice. We didnt bring very many items to decorate, 10 centerpieces, tealight candles, our dessert table and two banners to be hung. SIDE NOTE: They do not allow tape on their walls as it may ruin the stucco\/texturing that they have. It was not an issue for us as we just hung one fabric banner\/bunting onto the metal beams they have (cool artsy industrial beams), and we tied the other to the metal pole mounts they have. The metal poles are awesome! They are adjustable and you can move\/slide them around to fit on most any spaces on their wall. 

Our buffet dinner was amazing. Food was hot and delicious, our water glasses were kept filled all night and our dishes were cleared in a timely manner. Their audio\/video system was perfectly crisp, and everyone was able to hear the ceremony. They play their own soft background music, but you are welcomed to use your own. We used our wedding coordinators music for an hour or so, but I didnt even end up using my playlist after that, we went right back to the music they have on rotation.

The staff and the Owner were helpful and gracious throughout the night. 

Pretty decor, ample parking, CLEAN facility, and a modern and fresh ambiance. There is an outdoor area with lighting, plus an outdoor upstairs patio. They're located next to the police station which gives you a feeling of being safe. Well, my guests did. Your party may feel intimidated if they're a bit wild, however we were told they never bother. 

We plan to hopefully come here on their dinner nights they have every weekend or so, depending on when the venue is booked.  

This place is definitely worth checking out for any event!",2,0,1,"""Forge Social House""",,"""553 California Ave""",Boulder City,NV,89005,35.9774731,-114.8336699,4.0,4,1,Wedding Chapels;Venues & Event Spaces;Event Planning & Services;Party & Event Planning;Wedding Planning
oo80ZAVObyVkQ7iJmzA3Vw,Z3RbIUDhJbAvukLh2IORXw,P8IsTiHq5Hesa6UPL604ww,2010-08-16,"Love, love, love Los Taquitos!  Their carne asada burro and their quesadillas are stellar.  What's even better is that their prices are so reasonable.  I am never going to Taco Bell again.",0,0,1,"""Los Taquitos""",,"""4747 E Elliot Rd, Ste 17""",Phoenix,AZ,85044,33.3480616,-111.9820214,4.0,719,1,Restaurants;Breakfast & Brunch;Mexican
qNfNx1K1nCyRryoEVrYkew,Ig-70Qp5x-7-p1n8L51yBA,GIfZNMP0oIJCje_Xp0Bgrw,2014-09-22,"I had one of my favorite meals ever at this spot. I went for dinner with a few friends last night to Greenhouse Tavern, and I have to say it was absolutely incredible. Between the 3 of us, we shared 2 tasting menus, and it was more than we could eat, but none of us wanted to stop. Highlights were the chicken wings and the short ribs and the pig head. Our server Ally was lovely and the service was great. I will definitely be back!!!",1,0,0,"""The Greenhouse Tavern""",Gateway District,"""2038 E 4th St""",Cleveland,OH,44115,41.499074,-81.690421,3.5,927,1,Breakfast & Brunch;American (New);Restaurants;Gastropubs
cesX2AY0p6QJfMQsRIAqpQ,LvLaYXjvzdrPDXC3Zv3XoA,UnJUQ-NlOJLT4Xz2imsGmw,2013-06-04,"You doubled the price of my A\/C recharge that you quoted me why? 

So it goes like this. I call in and talk to Lenny, a not so friendly older gentleman on the phone and explain my issue. Its an Acura that the freon was accidentally released out of during the changing of some valve cover gaskets. I knew the car just needed to be recharged and then it would be good to go. His response was well i dont know how much freon would be needed but chances are you would be looking at $65-$70. I said no problem since the going rate is from $50-80 depending where you go so the car went to the shop the very next day. 

Upon arrival i talked to Lenny, and said we spoke yesterday and he remembered me so i thought great we are on the same page. Let me sow you where the freon was released from and you can take it from there. He gave me a quote $160, and i said whatever the hell for. And the response was well i said i didnt know how much freon the car needed. They tacked on another $3 for an o ring that didnt need to be replaced and $15 for the all of 3 minutes it took to install it UNBELIEVABLE!

My bill is this 
Freon $60 
Oil & Dye $29.95
O-Ring $4.00 
Labor $60 
with tax $7.61
$161.56

I obviously tried to have words with the guy but hes got you buy the nuts as its 110 degrees out and your car needs to be fixed so your not gonna dye of heat stroke driving to work. I do all my own work on my cars except the items that i do not have the proper tools to do like properly charge the AC system, and this is why i do my own work for crooked dishonest mechanics like this. 

STAY AWAY! 

You have been warned as this WILL happen to you.",4,0,0,"""Charlie's Auto Service""",Westside,"""4012 W Charleston Blvd""",Las Vegas,NV,89102,36.1590733,-115.1947676,4.0,16,1,Auto Repair;Oil Change Stations;Auto Parts & Supplies;Auto Electric Services;Automotive;Body Shops
4wMI7A398cEGS71He4d26A,KN8AIyv8AODXeJrfAahNtQ,bRntmjztJ4dFDA_LYiEECw,2017-11-20,"Not my first time here but my first review for this place. I would say that Ive come here once every other month for the past two years and I've never had a bad experience. My friends and I love to play board games so we're the type of group that can spend up to 6 hours here.

What's great about this cafe is pretty much everything. And it's gotten better as the years have passed. The base price for playing is 6$. With that you can play as long as you want. They also have a great menu. I suggest the macaroni and cheese or the quesadilla. The chips and dip to share is good too if you're with a group of people. The drink menu has a great variety as well ranging from Italian sodas to beer to tea to milkshakes. This time that I went I got something new and I ordered a milkshake and a bowl of gummies to share for the table. Both great options if you just want a snack. 

The selection of board games is endless. Every time we go we play some new games, some old ones. A friend of mine is even working on her own game collection so she often buys a game there from the selection they have to offer. I think this is awesome because the game playing can extend into our own homes. If you want a good laugh play the game lift it. 

The vibe is great, it's always packed. If you go on a weekend or something you might have to wait. But there's a lot to do and eat in the area if that's the case. The servers are always helpful. I've gotten the server names yoda like 4 times now and he's awesome! Not sure if that's his real name though. I'm gonna ask him next time.",0,0,0,"""Snakes & Lattes Annex""",Koreatown,"""600 Bloor Street W""",Toronto,ON,M6G 1K4,43.6648328,-79.413156,4.0,301,1,Nightlife;Shopping;Hobby Shops;Coffee & Tea;Food;Cafes;Restaurants;Bars
QLy2wuxBvWgAx-2wdsdAoQ,ej1b302MizL_MaAOdtV4kQ,pBwOqgpkaDmFUDYX8cbnNQ,2013-10-24,The food is so good and the staff is so friendly you have to give tortas el guero a try. It is on my fav list,0,0,0,"""Tortas El Guero""",,"""2518 N 16th St""",Phoenix,AZ,85006,33.4753452,-112.0480392,4.5,163,1,Sandwiches;Mexican;Restaurants;Tacos
BV3fIPUrArLY_Hh1xAupWQ,qxmdrMmjTzgQhyHXKuyy3Q,umxki_So2--o08q9bkXK6Q,2010-12-05,"What happened to this place?  We used to go here quite frequently and could order scrumptious pizzas of all kinds . . . then they became ""organic"" and quite frankly, the pizza left a lot to be desired.  I'm all for ""organic"" and healthy, but then I still expected the same taste and quality and I was seriously disappointed.  We ordered the meat-meat-meat pizza and it was tasteless, with very little sauce, hardly any cheese. I guess when I'm in the mood for pizza, I'll have to trek all the way down to the Borgata to get me some Pomo.",1,0,0,"""Picazzo's Healthy Italian Kitchen""",,"""7325 Frank Lloyd Wright Blvd""",Scottsdale,AZ,85260,33.6371044,-111.922424,4.0,283,1,Food;Restaurants;Gluten-Free;Pizza;Italian
Cdcjy1DWQ83pKtRfII9bww,ROZs86bke5_0rmFvQnJcNA,KujiKWbvBr2rnfENEqL42Q,2010-11-01,"Wir sind schon öfters zum Essen dort hingegangen. Abends sollte man möglichst einen Tisch vorbestellen. Wer nicht wert drauf legt, einen Tisch zugewiesen zu bekommen, ist genau richtig hier.
Die Bedienungen sind meistens alle recht flott und schnell am Tisch.
Die Speisekarte ist nicht gerade üppig aber voll kommen ausreichend!
An die Preise muss man sich erst gewöhnen, kommt aber wohl noch von der Euroumstellung.
Wir haben fast immer Kinder dabei, was auch kein Problem da stellt, bezüglich Kinderportionen.
Wir essen sehr gerne das große Schnitzel oder auch mal die Bernhäuser Salatschüssel. Alles sehr zu Empfehlen!",0,0,0,"""Schwanenbräu""",,"""Bernhäuser Hauptstr. 36""",Bernhausen,BW,70794,48.6793813,9.2182893,4.0,35,1,Hotels & Travel;Breweries;Beer Gardens;German;Nightlife;Bars;Wine Bars;Restaurants;Food;Guest Houses;Swabian
gIZRV3vYInSeQwRujQ7ncg,jZ5sKTQnYpC8Ak0oFH2SZQ,ZCzey5aPhd7jYIoHsUfjmQ,2017-04-22,"An Asian fusion restaurant with a modern snobby New York style interior and I mean it in a loving way. This restaurant offers an interesting spin on some classic dishes from all over Asia. Each dish is an intriguing experience as the chef mixes flavors and ingredients with little care for conventions. The Clever Koi is more akin to a Picasso than a classic masterpiece it will offer you a culinary journey with some high notes and some lower. So if you are more of a California roll and Maggie broth ramen this might not be the place for you. Give this place a chance keep an open mind and I hope just like me you can look forward to coming back to know what the menu will challenge you with. 
Side note: they offer real Sake not just the horrid sweet milky nigori crap.",1,0,0,"""Clever Koi""",,"""4236 N Central Ave, Ste 100""",Phoenix,AZ,85012,33.497502,-112.0740918,4.0,689,1,Asian Fusion;Japanese;Korean;Nightlife;Restaurants;Chinese;Thai;Bars
s7peUx6scHG2nsus8qJSLA,DJ6KIZ5h_clUqcXvgnJjwA,p81LV6y6Jxz_q_3HL06jOw,2014-07-22,Visit this place almost weekly. Frequently enjoy happy hour with and crispy spicy tuna roll and chili ponzu yellowtail. Always reasonably priced and is good quality sushi. Have bad better have had worse but it's very good for the price.,0,0,0,"""RA Sushi Bar Restaurant""",,"""13802 N Scottsdale Rd, Ste 176""",Scottsdale,AZ,85254,33.6145712718,-111.926198072,3.5,300,1,Sushi Bars;Japanese;Restaurants
hyoHhEZI63W4JAqxEWbOIw,twium7877MQkdKQBmPDl4g,Z2RFKsCCYQy2wqRcEotu7A,2017-03-11,"What a fantastic ride. You have control of the horse and they just don't follow the leader.  Got to go out and see the wild colts with their mother and other horses taking dust baths.  

I would totally recommend Koli Equestrian.  Wear long pants, sunscreen,be hydrated, shoes and be ready to hear history and see wild life.",3,0,1,"""KOLI Equestrian Center""",,"""6940 W Broken Ear Rd, Ste 5021""",Phoenix,AZ,85226,33.2627874398,-112.005120382,5.0,32,1,Event Planning & Services;Hotels & Travel;Travel Services;Active Life;Venues & Event Spaces;Horseback Riding
MT6auFDLI-sLiZGih0UhoQ,_6LLIroPGP0YKNf-Bxv90A,fQJ0JhjEoSZPts839cYEaA,2013-11-13,"I've rated Caliban at at 4 stars, but in truth, it's more like a four and a half. 

I'll start with what keeps me from bring the rating up to five stars.  First, the books are  a little pricey for a used bookstore in Oakland.  However, there are some great finds and some really good deals to be had among the tightly packed shelves of Caliban, so it's really a small quibble (mostly because I always end up buying more than I meant to).  Secondly, I really wish they opened a little earlier--sometimes I'd love to drop by at 9 or 10 am and I'm always frustrated that the doors don't open until 11.

Other than these two minor quibbles, I can't say enough good things about Caliban.  As mentioned by other reviewers, they have a great selection and there always seem to be new and interesting titles popping up.  I have also never encountered a more helpful or knowledgeable bookstore staff.  Seriously, I'm always amazed by their ability to recommend titles based on books you've read or authors you like-- they've never steered me wrong.

If you haven't checked them out, you should really stop by!",2,0,1,"""Caliban Book Shop""",Oakland,"""410 S Craig St""",Pittsburgh,PA,15213,40.4449192,-79.9490087,4.5,31,1,Appraisal Services;Used Bookstore;Bookstores;Antiques;Shopping;Vinyl Records;Local Services;Music & DVDs;Books;Mags;Music & Video
ZKrZ5PmFW_QOsmWorxIwPA,7GSpWpfs3wWxSy_4OGPntw,BIBWGO_r_1znnlmLbp4Nxg,2015-11-25,"If you're a local do not drive, park and play here. It's very inconvenient. For example, parking is NOT complimentary. If you sign up with their players club and play you can have free parking but those ""qualifying"" machine don't actually work in excepting your PIN number (we tried many). So it's all a gimmick to make you stay longer than you want to. 
I play the slots and poker but never here. Never will. There are better casinos here. TOURIST TRAP in my opinion. Not for locals. This will be written about in the Chinese newspaper someday I believe. They have been building a reputation for not being accommodating.
PS Long wait for the poker room as well.",0,0,0,"""Golden Nugget""",Downtown,"""129 E Fremont St""",Las Vegas,NV,89101,36.1697807,-115.1455339,3.0,1710,1,Hotels;Arts & Entertainment;Hotels & Travel;Casinos;Event Planning & Services
dc7vnbOpcO2X5Pp_k47FHg,a85LF5rMoK938soGsfXViw,yfxDa8RFOvJPQh0rNtakHA,2016-08-13,"My first time trying pho and all of my friends suggested eating here (many insisting it was the best and only place to get pho in Chinatown). The service is quick when you need something and then non-existant after you've received that something, which I find appealing because my dining culture revolves around talking and enjoying the company of my party while eating\/drinking. We had the spring rolls, the egg rolls, and the Rare Steak Pho. They were all delicious! I had never tried the spring rolls which from my recollection are shrimp and chicken with veggies wrapped in a rice paper and paired with peanut sauce. It is chewy (almost like mochi) but with the fresh taste of shrimp really juxtaposed to the sharp peanuty flavor in the sauce I would highly recommend it. The broth for the pho is beefy, hearty, and will really warm your soul! I got the small and as it was my first time I didn't add any of the condiments that come on the side so I could just enjoy the flavors. I will definitely visit this place again!",1,0,0,"""Pho Kim Long""",Chinatown,"""4029 Spring Mountain Rd""",Las Vegas,NV,89102,36.1261943318,-115.193445287,3.5,2594,1,Vietnamese;Chinese;Restaurants
tP_w0sWHl7wxBzG54z6ipQ,RanJXLQG35z8lT8jkpcYAg,VG0nWxGsPixYLsyi49gyxQ,2015-05-28,"The food deserves 5 stars but the service was so horrible I can't do it.   We were a party of 5 and one of our steaks was over cooked.  After asking the waiter how to order the steak for it to be pink we were told medium. The medium ribeye came with no pink.  We sent it back and the waiter rudely asked if anyone else had a problem with their food. He said he took it off the bill as we didn't want to order something else at that point.  The bill came with a $19 charge for the salad that came with the meal.  When the manager was called over he told us it was because she ate the salad. Really?   Salad that comes included with the meal is $19 when your steak is over cooked???  And the manager argued with us when we said we didn't feel we should pay $19 for the salad.  Eventually he agreed to take the salad off the bill but as he walked away he said ""really""?   I have never been treated so poorly in such a beautiful restaurant.   What a shame.",1,2,0,"""Hugo's Cellar""",Downtown,"""202 Fremont St""",Las Vegas,NV,89101,36.1698221941,-115.14351136,4.5,775,1,Steakhouses;American (New);Restaurants;American (Traditional);Seafood
